firm_id,scenario,firm_size,route_complexity_z,market_pressure_z,digital_maturity_z,trust_barrier_z,idle_capacity_risk_z,asset_pool_likert,shared_crossdock_likert,freight_sharing_likert,chartering_likert,asset_sharing_index,contract_sharing_index,horizontal_info_sharing,horizontal_joint_planning,horizontal_goal_alignment,horizontal_collaboration_index,empty_backhaul_rate,vehicle_utilization_rate,matching_success_rate,collaboration_events_per_month,service_level_on_time_rate,emissions_intensity_index,ai_coordination_score
108,ai_enabled_coordination,medium,-0.359,0.424,1.388,-0.782,2.11,2,4,1,3,3.0,2.0,4.82,3.68,2.29,3.97,0.057,0.866,0.887,9,0.902,0.794,1.3
109,ai_enabled_coordination,small,0.591,-0.474,-0.385,-0.021,0.727,2,2,3,2,2.0,2.5,5.0,5.0,2.53,4.29,0.11,0.906,0.896,9,0.843,0.84,0.78
110,ai_enabled_coordination,small,1.109,-0.014,0.383,0.481,1.136,3,2,3,2,2.5,2.5,2.86,3.89,1.97,3.17,0.125,0.805,0.836,10,0.931,0.952,1.05
111,ai_enabled_coordination,small,0.82,0.546,0.141,0.424,-0.322,2,2,3,2,2.0,2.5,4.72,4.26,1.93,4.18,0.144,0.848,0.914,10,0.853,0.877,1.27
112,ai_enabled_coordination,small,0.507,0.006,-2.131,0.374,-0.719,2,4,5,2,3.0,3.5,5.0,5.0,4.02,4.58,0.085,0.902,0.868,8,0.864,0.854,0.2
113,ai_enabled_coordination,medium,1.067,-0.436,0.768,-1.139,-0.069,2,1,2,2,1.5,2.0,4.2,3.52,1.23,2.89,0.167,0.764,0.809,8,0.87,0.842,1.19
114,ai_enabled_coordination,medium,1.169,-0.11,0.215,-1.943,0.376,1,2,3,1,1.5,2.0,5.0,5.0,3.27,4.98,0.142,0.823,0.768,9,0.912,0.927,0.97
115,ai_enabled_coordination,small,1.382,-0.088,0.508,-0.682,-0.564,3,1,2,2,2.0,2.0,4.84,4.18,2.35,3.57,0.144,0.771,0.72,10,0.852,0.893,1.56
116,ai_enabled_coordination,medium,0.649,-0.37,2.5,-0.124,0.49,2,2,3,4,2.0,3.5,4.41,4.53,2.23,4.69,0.101,0.949,0.757,12,0.879,0.855,1.77
117,ai_enabled_coordination,medium,-0.167,-0.259,-2.084,1.104,-1.189,1,1,4,3,1.0,3.5,2.94,2.56,1.41,2.07,0.141,0.891,0.883,8,0.914,0.914,0.33
118,ai_enabled_coordination,small,0.147,1.599,1.725,-0.114,-0.62,4,1,2,3,2.5,2.5,4.78,3.75,2.37,3.18,0.058,0.892,0.708,11,0.911,0.822,1.65
119,ai_enabled_coordination,medium,1.207,0.561,-0.287,0.236,1.171,3,3,1,1,3.0,1.0,4.83,2.95,1.68,2.88,0.145,0.788,0.76,8,0.869,0.885,1.3
120,ai_enabled_coordination,small,-0.817,-0.295,0.287,0.091,1.104,3,1,3,2,2.0,2.5,4.98,4.82,3.18,4.38,0.056,0.881,0.741,13,0.892,0.826,1.29
121,ai_enabled_coordination,medium,0.369,0.697,-0.046,-0.651,0.108,3,4,2,2,3.5,2.0,5.0,3.75,3.19,4.81,0.109,0.867,0.886,9,0.87,0.829,1.12
122,ai_enabled_coordination,medium,-0.393,-0.334,-0.424,-0.267,-0.518,1,2,2,3,1.5,2.5,3.81,3.86,1.32,3.55,0.139,0.854,0.769,7,0.88,0.874,0.76
123,ai_enabled_coordination,small,0.029,1.173,-0.57,1.352,-0.527,2,3,2,2,2.5,2.0,2.73,1.77,1.03,2.62,0.148,0.821,0.68,4,0.842,0.89,0.22
124,ai_enabled_coordination,small,1.278,0.37,0.33,-1.114,0.127,3,1,1,2,2.0,1.5,5.0,4.33,2.15,4.62,0.106,0.856,0.9,11,0.882,0.849,1.21
125,ai_enabled_coordination,small,0.191,-0.107,-1.517,1.303,1.145,2,1,3,2,1.5,2.5,3.73,2.9,1.82,2.05,0.095,0.721,0.615,7,0.912,0.835,0.55
126,ai_enabled_coordination,small,0.046,0.448,0.751,-0.703,1.428,2,2,4,2,2.0,3.0,3.49,2.78,4.09,3.15,0.033,0.905,0.739,11,0.889,0.791,0.83
127,ai_enabled_coordination,medium,-1.36,-1.571,-0.416,1.043,0.003,3,2,4,2,2.5,3.0,3.49,3.31,2.67,2.44,0.117,0.862,0.817,8,0.897,0.823,0.56
128,ai_enabled_coordination,medium,0.746,-1.127,-1.13,-1.416,-0.653,1,2,3,1,1.5,2.0,5.0,4.65,1.53,3.77,0.154,0.85,0.805,9,0.891,0.804,0.72
129,ai_enabled_coordination,small,0.645,-1.194,-0.45,0.377,0.768,3,2,5,3,2.5,4.0,5.0,3.72,1.94,4.35,0.086,0.968,0.898,12,0.921,0.834,0.92
130,ai_enabled_coordination,small,2.163,0.143,1.257,-1.253,-0.324,2,2,4,3,2.0,3.5,5.0,4.1,2.95,5.0,0.157,0.831,0.865,14,0.913,0.899,1.21
131,ai_enabled_coordination,small,-0.308,1.733,-0.535,-1.424,-0.018,2,1,3,1,1.5,2.0,5.0,4.9,3.29,4.94,0.061,0.876,0.791,9,0.865,0.885,0.61
132,ai_enabled_coordination,small,0.219,2.231,0.358,-0.079,1.825,2,3,4,1,2.5,2.5,5.0,4.38,1.22,3.64,0.162,0.815,0.834,8,0.864,0.806,0.59
133,ai_enabled_coordination,small,0.249,0.638,-0.731,0.759,1.327,3,2,3,2,2.5,2.5,3.32,3.19,1.73,3.92,0.165,0.99,0.696,7,0.887,0.881,1.12
134,ai_enabled_coordination,small,1.577,0.501,0.758,-1.176,0.658,4,4,2,3,4.0,2.5,5.0,5.0,2.44,5.0,0.048,0.958,0.964,12,0.866,0.779,0.91
135,ai_enabled_coordination,medium,-0.095,-1.801,0.686,-1.739,-0.772,3,3,2,1,3.0,1.5,5.0,4.18,3.16,4.9,0.09,0.953,0.968,12,0.891,0.86,1.54
136,ai_enabled_coordination,small,0.279,-0.543,1.849,-0.88,0.711,2,2,4,2,2.0,3.0,4.99,4.79,2.6,4.5,0.104,0.883,0.857,11,0.904,0.835,1.73
137,ai_enabled_coordination,small,0.608,-0.788,-0.176,-0.229,1.563,3,1,3,4,2.0,3.5,5.0,4.88,3.14,5.0,0.03,0.987,0.808,13,0.939,0.845,1.32
138,ai_enabled_coordination,small,0.187,-0.621,0.669,0.109,0.124,1,4,2,2,2.5,2.0,3.03,3.5,2.86,3.54,0.081,0.938,0.766,8,0.902,0.862,1.03
139,ai_enabled_coordination,small,-0.446,-0.168,0.098,0.67,1.851,3,4,3,1,3.5,2.0,3.89,2.72,2.84,3.41,0.144,0.861,0.748,7,0.875,0.806,1.06
140,ai_enabled_coordination,large,0.194,-0.472,1.296,-0.657,1.793,2,2,4,3,2.0,3.5,5.0,4.67,2.47,3.96,0.142,0.885,0.902,11,0.92,0.839,1.21
141,ai_enabled_coordination,large,1.074,-1.979,-0.719,1.52,2.164,4,2,3,4,3.0,3.5,2.88,5.0,2.84,4.15,0.114,0.886,0.79,10,0.846,0.869,0.33
142,ai_enabled_coordination,small,-1.027,0.748,0.745,-0.209,0.805,3,2,4,3,2.5,3.5,4.26,3.92,2.3,4.69,0.084,0.816,0.807,11,0.91,0.847,1.48
143,ai_enabled_coordination,small,0.133,-1.073,-0.195,-0.462,1.087,3,2,1,2,2.5,1.5,3.56,5.0,2.21,4.09,0.116,0.842,0.808,9,0.896,0.812,0.39
144,ai_enabled_coordination,small,-0.7,0.239,-0.064,-1.6,1.914,3,2,5,2,2.5,3.5,5.0,5.0,3.13,4.48,0.104,0.987,0.995,13,0.868,0.776,0.91
145,ai_enabled_coordination,small,1.195,2.074,0.092,-0.419,0.947,2,2,3,2,2.0,2.5,4.4,4.36,2.03,4.27,0.224,0.807,0.834,10,0.862,0.927,1.34
146,ai_enabled_coordination,small,-1.523,-0.919,0.252,-0.541,-0.001,1,1,2,2,1.0,2.0,4.33,3.04,2.11,3.42,0.096,0.928,0.804,8,0.896,0.784,1.32
147,ai_enabled_coordination,small,-0.559,-2.5,-0.116,0.714,0.051,2,2,2,1,2.0,1.5,2.88,2.49,2.91,3.05,0.085,0.86,0.558,6,0.89,0.803,0.75
148,ai_enabled_coordination,small,0.377,-0.286,0.215,0.191,0.739,2,1,3,2,1.5,2.5,4.4,4.12,2.12,2.99,0.052,0.919,0.802,7,0.861,0.832,0.61
149,ai_enabled_coordination,small,1.566,1.101,1.578,-1.764,-0.791,4,3,3,2,3.5,2.5,5.0,4.75,2.55,4.26,0.163,0.838,0.842,11,0.92,0.852,1.78
150,ai_enabled_coordination,small,-0.066,1.958,0.985,-0.34,0.357,4,2,2,3,3.0,2.5,5.0,4.13,2.05,3.11,0.128,0.85,0.783,11,0.882,0.832,1.8
151,ai_enabled_coordination,medium,-0.555,-1.23,0.869,0.15,1.597,2,1,4,3,1.5,3.5,3.93,3.97,1.91,3.55,0.072,0.989,0.717,9,0.874,0.814,1.25
152,ai_enabled_coordination,small,1.881,0.497,-0.456,1.225,-1.691,2,3,3,2,2.5,2.5,2.81,4.24,3.16,2.74,0.121,0.721,0.606,8,0.884,0.898,0.58
153,ai_enabled_coordination,small,-1.448,-0.465,-0.889,0.649,2.034,1,2,3,3,1.5,3.0,4.64,3.35,1.66,3.7,0.075,0.88,0.663,6,0.921,0.851,0.49
154,ai_enabled_coordination,small,-2.199,-0.106,0.955,0.2,1.622,2,3,5,2,2.5,3.5,4.0,3.96,3.23,3.82,0.068,0.99,0.81,12,0.897,0.833,1.55
155,ai_enabled_coordination,large,0.44,2.5,0.876,-0.403,0.04,5,4,2,3,4.5,2.5,5.0,5.0,3.32,5.0,0.069,0.99,0.949,11,0.897,0.79,1.92
156,ai_enabled_coordination,small,-0.502,-1.503,1.473,-0.316,1.043,4,3,4,2,3.5,3.0,5.0,4.29,2.59,4.01,0.07,0.92,0.918,7,0.894,0.842,1.22
157,ai_enabled_coordination,small,-1.021,0.254,-0.604,0.975,0.503,3,2,1,1,2.5,1.0,4.11,3.93,2.47,3.72,0.08,0.884,0.581,6,0.914,0.876,0.31
158,ai_enabled_coordination,medium,0.708,0.468,-0.23,-1.349,1.73,2,2,5,4,2.0,4.5,5.0,5.0,3.08,5.0,0.03,0.99,0.995,15,0.925,0.802,1.71
159,ai_enabled_coordination,small,0.244,1.086,-1.639,-0.464,1.483,3,1,5,2,2.0,3.5,4.3,3.64,2.33,3.67,0.147,0.867,0.772,8,0.914,0.897,0.29
160,ai_enabled_coordination,small,-0.564,0.098,-0.392,-0.845,-0.9,5,1,1,1,3.0,1.0,3.76,5.0,3.85,5.0,0.095,0.94,0.745,12,0.91,0.875,0.92
161,ai_enabled_coordination,small,-1.28,0.308,0.997,-0.158,1.087,2,2,2,3,2.0,2.5,4.31,3.13,2.95,2.96,0.128,0.857,0.707,8,0.905,0.86,1.19
162,ai_enabled_coordination,small,0.872,-0.392,-0.466,0.957,0.294,3,3,3,4,3.0,3.5,5.0,3.18,2.49,4.02,0.054,0.923,0.857,7,0.89,0.805,0.96
163,ai_enabled_coordination,small,0.65,0.269,0.64,-0.911,0.583,2,3,3,3,2.5,3.0,5.0,4.99,3.55,4.98,0.03,0.828,0.838,12,0.897,0.798,1.54
164,ai_enabled_coordination,small,-0.099,-0.343,-0.191,-2.0,-0.228,1,3,4,2,2.0,3.0,5.0,5.0,3.61,5.0,0.03,0.917,0.995,13,0.923,0.768,1.01
165,ai_enabled_coordination,small,1.847,0.622,0.324,-0.634,2.248,4,1,4,4,2.5,4.0,5.0,5.0,3.86,5.0,0.069,0.903,0.884,13,0.929,0.85,1.65
166,ai_enabled_coordination,medium,-1.07,-0.37,-1.148,0.672,1.54,4,1,3,2,2.5,2.5,2.8,4.85,2.94,4.28,0.095,0.976,0.721,9,0.871,0.861,0.54
167,ai_enabled_coordination,small,-1.526,0.377,0.085,0.304,-0.24,2,2,4,2,2.0,3.0,2.3,3.52,2.44,2.76,0.216,0.87,0.743,7,0.882,0.886,0.96
168,ai_enabled_coordination,small,-0.692,-0.029,-2.5,0.235,-0.835,2,2,3,1,2.0,2.0,3.14,3.94,1.44,3.35,0.132,0.847,0.717,7,0.881,0.879,0.2
169,ai_enabled_coordination,small,-0.046,1.126,-0.187,-0.402,0.114,1,1,3,3,1.0,3.0,5.0,3.9,2.05,3.95,0.185,0.947,0.783,10,0.874,0.838,1.06
170,ai_enabled_coordination,small,0.243,-0.051,-1.63,-1.301,0.935,2,2,4,4,2.0,4.0,5.0,5.0,2.15,5.0,0.117,0.895,0.995,10,0.905,0.866,0.42
171,ai_enabled_coordination,small,-0.241,-1.773,1.206,-0.108,0.74,3,1,2,2,2.0,2.0,4.64,2.97,3.04,3.67,0.095,0.945,0.753,9,0.929,0.833,1.1
172,ai_enabled_coordination,small,0.352,1.262,0.777,-1.173,1.753,4,4,4,2,4.0,3.0,5.0,5.0,1.32,5.0,0.051,0.95,0.979,13,0.914,0.829,1.4
173,ai_enabled_coordination,small,-1.252,-0.906,0.467,1.587,1.29,1,1,3,2,1.0,2.5,2.67,2.92,1.58,2.63,0.184,0.891,0.562,6,0.874,0.866,1.07
174,ai_enabled_coordination,small,1.444,-0.654,1.521,-0.169,1.47,4,1,1,2,2.5,1.5,3.54,3.83,1.0,2.87,0.184,0.756,0.811,10,0.897,0.901,1.43
175,ai_enabled_coordination,small,-0.082,-0.596,-0.949,-0.673,0.827,2,1,5,4,1.5,4.5,4.64,4.69,1.82,5.0,0.045,0.99,0.953,10,0.888,0.841,0.63
176,ai_enabled_coordination,small,1.117,1.374,1.747,-1.312,-0.889,4,1,5,3,2.5,4.0,5.0,5.0,3.17,5.0,0.101,0.924,0.963,13,0.912,0.83,1.41
177,ai_enabled_coordination,small,0.343,-2.136,0.932,-0.56,0.304,2,3,3,2,2.5,2.5,4.37,3.31,2.85,4.11,0.111,0.882,0.737,11,0.933,0.862,1.03
178,ai_enabled_coordination,small,0.457,2.5,-0.237,-0.366,1.56,4,3,5,2,3.5,3.5,4.24,5.0,2.53,5.0,0.053,0.979,0.993,11,0.847,0.87,0.2
179,ai_enabled_coordination,medium,0.57,1.056,1.136,0.458,0.448,2,4,3,3,3.0,3.0,4.67,4.75,1.52,4.42,0.112,0.893,0.953,8,0.909,0.87,2.0
180,ai_enabled_coordination,small,0.448,0.223,-1.106,0.018,1.003,5,1,2,3,3.0,2.5,5.0,4.12,3.59,4.18,0.101,0.907,0.807,10,0.871,0.81,0.72
181,ai_enabled_coordination,small,0.643,-0.055,-0.825,-0.808,0.181,1,2,3,3,1.5,3.0,3.98,2.22,2.03,4.52,0.094,0.908,0.672,7,0.905,0.842,0.64
182,ai_enabled_coordination,small,1.329,0.286,-0.609,1.551,-0.53,3,1,4,2,2.0,3.0,2.58,2.19,1.53,2.57,0.179,0.797,0.707,7,0.872,0.841,0.56
183,ai_enabled_coordination,medium,0.197,0.521,-0.529,-0.106,0.377,2,2,3,2,2.0,2.5,4.34,3.32,1.18,3.76,0.125,0.891,0.74,4,0.851,0.892,0.2
184,ai_enabled_coordination,medium,0.709,0.645,-1.057,0.542,0.809,2,1,4,2,1.5,3.0,3.54,4.34,1.41,3.89,0.122,0.856,0.807,9,0.882,0.822,0.46
185,ai_enabled_coordination,small,-0.09,0.556,1.223,-1.125,-0.156,5,3,3,3,4.0,3.0,5.0,5.0,2.27,4.96,0.098,0.964,0.909,12,0.91,0.868,1.7
186,ai_enabled_coordination,small,1.44,0.09,-0.259,0.177,0.264,3,3,3,2,3.0,2.5,4.43,4.07,2.14,3.45,0.145,0.826,0.836,7,0.882,0.897,1.18
187,ai_enabled_coordination,medium,-0.676,-0.197,0.353,0.007,-0.439,4,1,4,1,2.5,2.5,4.96,4.52,3.01,3.52,0.13,0.905,0.833,9,0.867,0.89,1.43
188,ai_enabled_coordination,small,1.801,-0.151,-0.57,-1.851,1.619,4,2,3,4,3.0,3.5,5.0,5.0,3.86,5.0,0.086,0.99,0.995,14,0.882,0.829,0.82
189,ai_enabled_coordination,small,-0.04,-0.195,-1.821,1.664,0.206,3,1,2,2,2.0,2.0,2.67,2.82,1.8,2.39,0.109,0.843,0.596,5,0.859,0.858,0.66
190,ai_enabled_coordination,small,-1.431,1.134,0.27,0.917,1.953,3,2,5,4,2.5,4.5,4.13,5.0,1.53,4.13,0.03,0.99,0.882,9,0.873,0.791,1.01
191,ai_enabled_coordination,small,0.128,0.594,-1.912,-0.507,2.029,2,1,5,3,1.5,4.0,4.04,4.76,2.58,4.47,0.079,0.967,0.957,7,0.873,0.867,0.56
192,ai_enabled_coordination,medium,-0.681,-2.5,-0.069,-1.142,0.419,2,2,4,3,2.0,3.5,5.0,4.82,2.27,5.0,0.088,0.98,0.975,12,0.877,0.863,0.96
193,ai_enabled_coordination,medium,0.841,0.656,-1.368,0.163,-0.508,2,4,2,2,3.0,2.0,5.0,5.0,1.43,3.79,0.138,0.908,0.801,7,0.897,0.888,0.29
194,ai_enabled_coordination,small,-0.653,0.195,1.987,-0.768,-1.586,2,4,3,3,3.0,3.0,4.91,4.75,2.04,4.05,0.072,0.913,0.961,9,0.943,0.844,1.49
195,ai_enabled_coordination,small,-0.446,-0.019,0.911,-0.149,-0.972,2,4,4,3,3.0,3.5,5.0,3.64,2.0,5.0,0.08,0.937,0.914,9,0.91,0.852,1.05
196,ai_enabled_coordination,small,-1.89,-0.389,0.106,-0.015,-0.874,2,2,3,2,2.0,2.5,3.97,3.82,1.0,3.47,0.063,0.832,0.771,9,0.901,0.797,1.24
197,ai_enabled_coordination,small,-0.452,1.124,1.264,-0.137,1.878,4,2,2,3,3.0,2.5,5.0,5.0,3.01,5.0,0.08,0.954,0.938,12,0.948,0.839,1.28
198,ai_enabled_coordination,medium,-2.424,0.948,-0.846,1.153,0.616,3,2,4,2,2.5,3.0,3.08,2.57,1.97,1.89,0.113,0.882,0.687,8,0.849,0.918,0.45
199,ai_enabled_coordination,medium,-1.584,-0.773,0.543,0.171,0.89,3,3,4,4,3.0,4.0,3.8,4.65,2.58,4.75,0.035,0.887,0.689,11,0.935,0.807,1.53
200,ai_enabled_coordination,medium,0.76,0.407,0.2,-1.165,-1.72,2,1,1,2,1.5,1.5,3.87,4.7,3.61,3.46,0.158,0.836,0.821,9,0.924,0.88,1.28
201,ai_enabled_coordination,small,0.786,-0.972,0.264,0.984,-0.698,3,2,2,2,2.5,2.0,3.13,1.23,1.92,1.72,0.193,0.693,0.465,9,0.89,0.937,1.39
202,ai_enabled_coordination,small,0.425,-1.38,1.272,0.881,1.387,5,3,3,3,4.0,3.0,4.15,4.97,2.75,4.35,0.044,0.937,0.805,10,0.933,0.791,1.66
203,ai_enabled_coordination,small,-0.967,-0.627,0.732,1.494,0.787,5,1,2,1,3.0,1.5,4.39,2.6,1.35,2.23,0.116,0.794,0.785,4,0.9,0.849,1.07
204,ai_enabled_coordination,medium,-0.048,0.862,0.289,-1.262,0.353,3,2,5,4,2.5,4.5,5.0,5.0,2.89,5.0,0.03,0.99,0.995,12,0.907,0.773,1.24
205,ai_enabled_coordination,small,-0.004,0.953,-1.655,0.069,1.065,3,2,4,2,2.5,3.0,3.92,5.0,2.76,4.67,0.116,0.854,0.731,7,0.906,0.877,0.38
206,ai_enabled_coordination,small,-1.158,0.513,-0.96,-2.0,2.136,2,2,2,4,2.0,3.0,5.0,5.0,3.08,5.0,0.058,0.945,0.995,13,0.913,0.788,0.34
207,ai_enabled_coordination,small,1.503,0.725,-0.123,0.348,0.279,2,2,3,2,2.0,2.5,4.07,5.0,1.94,2.89,0.161,0.819,0.584,7,0.896,0.906,0.62
208,ai_enabled_coordination,small,0.877,0.516,0.093,-0.676,0.569,3,4,3,1,3.5,2.0,3.75,4.47,3.62,3.99,0.157,0.907,0.751,9,0.894,0.886,0.83
209,ai_enabled_coordination,small,-0.221,-0.641,-1.13,1.581,0.693,2,2,2,4,2.0,3.0,2.33,3.67,3.36,2.1,0.081,0.928,0.706,8,0.858,0.89,1.16
210,ai_enabled_coordination,small,0.027,0.432,2.412,-1.691,2.5,4,3,5,3,3.5,4.0,5.0,5.0,3.82,5.0,0.03,0.99,0.961,13,0.883,0.757,1.84
211,ai_enabled_coordination,small,0.208,0.8,1.516,-2.0,-1.599,3,3,4,5,3.0,4.5,5.0,5.0,3.3,5.0,0.03,0.99,0.974,16,0.939,0.786,1.98
212,ai_enabled_coordination,small,-2.042,0.754,0.602,-0.785,1.183,3,3,4,3,3.0,3.5,5.0,5.0,1.72,5.0,0.03,0.99,0.952,11,0.927,0.843,1.1
213,ai_enabled_coordination,small,-0.247,1.189,0.072,-1.953,0.385,2,4,5,3,3.0,4.0,5.0,5.0,3.04,5.0,0.049,0.99,0.995,10,0.895,0.81,1.3
214,ai_enabled_coordination,small,-0.682,0.708,-0.212,0.526,1.067,3,2,4,2,2.5,3.0,2.76,3.64,1.28,1.99,0.085,0.855,0.695,11,0.886,0.793,1.19
215,ai_enabled_coordination,small,-1.002,0.351,-0.952,-2.0,-0.157,3,1,4,3,2.0,3.5,5.0,4.16,3.05,5.0,0.037,0.914,0.883,10,0.854,0.826,0.91
216,ai_enabled_coordination,small,-0.281,1.07,0.077,-0.152,0.451,2,2,4,3,2.0,3.5,5.0,4.79,2.1,4.53,0.105,0.882,0.959,12,0.91,0.835,1.15
217,ai_enabled_coordination,small,1.798,-0.027,0.258,-2.0,1.211,5,2,4,4,3.5,4.0,5.0,5.0,3.5,5.0,0.065,0.99,0.995,15,0.895,0.812,1.52
218,ai_enabled_coordination,small,0.641,-0.882,-1.242,-0.438,2.5,2,1,3,5,1.5,4.0,4.46,5.0,2.82,4.67,0.09,0.93,0.815,14,0.9,0.839,0.62
219,ai_enabled_coordination,small,-0.571,-0.163,0.334,1.212,1.308,4,1,5,2,2.5,3.5,4.51,3.94,2.09,3.76,0.105,0.862,0.797,12,0.884,0.848,1.65
220,ai_enabled_coordination,medium,0.573,-0.745,-0.155,0.175,-0.348,1,2,5,3,1.5,4.0,4.95,4.11,1.66,3.66,0.088,0.876,0.911,10,0.902,0.865,0.55
221,ai_enabled_coordination,small,1.399,-0.675,-1.908,-0.927,0.076,3,2,4,3,2.5,3.5,4.37,3.87,3.14,5.0,0.123,0.825,0.849,10,0.89,0.905,0.34
222,ai_enabled_coordination,small,0.925,-0.145,-0.86,-0.178,0.047,1,1,3,3,1.0,3.0,4.13,4.24,1.8,4.29,0.126,0.836,0.829,7,0.88,0.849,0.74
223,ai_enabled_coordination,small,0.06,-0.792,-0.414,-0.134,-1.296,1,3,2,3,2.0,2.5,3.57,4.79,2.25,3.15,0.259,0.817,0.649,8,0.888,0.877,0.55
224,ai_enabled_coordination,small,-0.647,-0.308,1.888,-0.385,0.17,2,3,5,3,2.5,4.0,4.95,5.0,2.41,3.66,0.092,0.951,0.836,9,0.882,0.812,1.93
225,ai_enabled_coordination,small,0.698,-1.894,0.557,-1.575,1.233,3,3,5,2,3.0,3.5,5.0,5.0,3.11,5.0,0.136,0.943,0.979,11,0.902,0.929,0.78
226,ai_enabled_coordination,small,0.393,0.213,-1.335,0.383,-0.774,3,2,1,1,2.5,1.0,3.16,3.66,2.18,3.1,0.143,0.809,0.802,3,0.871,0.914,0.27
227,ai_enabled_coordination,large,0.895,0.001,0.486,-2.0,1.548,3,4,4,3,3.5,3.5,5.0,5.0,3.91,5.0,0.06,0.99,0.995,12,0.868,0.814,0.79
228,ai_enabled_coordination,small,0.635,-0.817,-1.547,-0.717,0.988,1,3,5,4,2.0,4.5,4.29,5.0,2.59,4.81,0.03,0.908,0.956,11,0.884,0.85,0.85
229,ai_enabled_coordination,medium,1.05,0.659,1.083,-0.968,-0.234,3,4,3,3,3.5,3.0,4.73,5.0,2.86,5.0,0.072,0.885,0.853,9,0.892,0.846,1.46
230,ai_enabled_coordination,small,-0.535,0.938,-0.471,0.42,0.358,3,2,4,3,2.5,3.5,4.58,4.37,2.19,4.45,0.142,0.881,0.865,11,0.914,0.851,1.46
231,ai_enabled_coordination,medium,1.317,-1.608,-0.094,-0.13,2.098,3,2,3,4,2.5,3.5,5.0,5.0,2.13,4.91,0.065,0.893,0.928,9,0.916,0.79,1.3
232,ai_enabled_coordination,small,0.198,-0.763,1.326,-1.879,1.234,4,3,4,2,3.5,3.0,5.0,5.0,3.39,5.0,0.145,0.966,0.912,11,0.949,0.825,1.66
233,ai_enabled_coordination,small,2.075,-0.769,-1.287,-1.036,0.509,2,2,3,2,2.0,2.5,4.08,4.93,2.44,3.7,0.126,0.828,0.74,6,0.901,0.879,0.31
234,ai_enabled_coordination,small,-0.689,-0.94,-1.397,0.029,0.262,4,3,4,2,3.5,3.0,3.59,3.74,2.83,4.44,0.046,0.968,0.729,11,0.897,0.797,0.2
235,ai_enabled_coordination,small,1.736,0.829,-0.584,-0.221,0.577,3,1,2,3,2.0,2.5,5.0,5.0,2.19,4.02,0.124,0.81,0.917,8,0.889,0.825,0.92
236,ai_enabled_coordination,small,0.198,-0.194,1.038,-1.035,-0.012,3,2,3,2,2.5,2.5,5.0,5.0,2.27,4.62,0.086,0.944,0.876,12,0.887,0.846,1.39
237,ai_enabled_coordination,small,-0.651,-0.265,-1.519,-0.583,-1.605,3,1,2,1,2.0,1.5,3.21,4.54,2.9,2.33,0.179,0.776,0.616,3,0.873,0.896,0.2
238,ai_enabled_coordination,small,-0.484,-2.004,-2.5,0.477,2.5,3,1,3,2,2.0,2.5,3.14,3.58,1.04,3.41,0.141,0.848,0.672,6,0.821,0.849,0.2
239,ai_enabled_coordination,small,-0.32,0.635,-0.451,-0.616,0.655,3,3,5,3,3.0,4.0,5.0,4.32,3.11,4.94,0.035,0.936,0.934,12,0.91,0.782,0.53
240,ai_enabled_coordination,small,0.424,-1.239,0.552,-0.422,0.898,4,3,3,3,3.5,3.0,5.0,5.0,3.2,5.0,0.044,0.934,0.955,13,0.898,0.876,1.77
241,ai_enabled_coordination,medium,0.523,0.06,1.2,1.33,0.442,2,3,2,3,2.5,2.5,4.75,4.15,1.49,2.72,0.111,0.914,0.733,9,0.906,0.819,2.0
242,ai_enabled_coordination,large,-0.574,0.277,-0.463,-1.431,-0.235,1,2,2,3,1.5,2.5,5.0,4.32,3.33,5.0,0.039,0.961,0.995,12,0.925,0.805,1.08
243,ai_enabled_coordination,medium,-0.024,1.361,-0.411,-1.817,0.314,5,1,3,2,3.0,2.5,5.0,5.0,3.56,5.0,0.046,0.947,0.939,11,0.895,0.819,0.98
244,ai_enabled_coordination,small,2.142,-1.309,1.154,0.151,-1.099,3,3,2,3,3.0,2.5,4.18,4.52,3.13,5.0,0.148,0.797,0.719,11,0.907,0.862,1.36
245,ai_enabled_coordination,small,1.728,-2.5,-1.87,-0.761,2.5,2,2,1,3,2.0,2.0,5.0,5.0,3.01,4.99,0.072,0.906,0.787,10,0.921,0.85,0.2
246,ai_enabled_coordination,medium,0.436,0.184,-0.389,-0.436,-0.735,3,2,2,4,2.5,3.0,5.0,5.0,2.85,5.0,0.134,0.874,0.811,12,0.883,0.886,1.36
247,ai_enabled_coordination,small,0.038,1.801,0.19,-0.92,-0.532,3,2,1,2,2.5,1.5,5.0,5.0,2.24,4.78,0.091,0.919,0.825,10,0.914,0.845,1.64
248,ai_enabled_coordination,large,0.12,1.239,0.449,-0.541,0.06,2,2,3,3,2.0,3.0,4.6,3.94,4.25,4.3,0.079,0.863,0.754,10,0.904,0.855,1.11
249,ai_enabled_coordination,large,0.614,0.21,-0.51,1.289,1.788,1,1,1,3,1.0,2.0,1.85,3.69,1.38,1.79,0.163,0.782,0.801,6,0.878,0.882,0.97
250,ai_enabled_coordination,medium,-1.023,-0.492,0.034,0.56,0.515,2,2,3,2,2.0,2.5,3.56,4.19,2.57,3.09,0.148,0.853,0.808,8,0.854,0.866,0.98
251,ai_enabled_coordination,small,-0.257,0.807,-2.488,0.626,-0.736,1,1,3,1,1.0,2.0,2.94,2.61,2.07,2.99,0.217,0.748,0.741,5,0.9,0.959,0.2
